"date","deaths_WMR","deaths_EMR","deaths_CMR","arrivals_CMR","arrivals_WMR","arrivals_EMR"
2009-01-01,1,NA,NA,1491,508,2730
2009-01-02,14,NA,NA,1491,508,2730
2009-01-03,NA,NA,300,1491,508,2730
2009-01-06,1,NA,NA,1491,508,2730
2009-01-07,1,NA,NA,1491,508,2730
2009-01-11,NA,1,NA,1491,508,2730
2009-01-12,NA,1,NA,1491,508,2730
2009-01-13,4,NA,NA,1491,508,2730
2009-01-18,NA,NA,31,1491,508,2730
2009-01-20,NA,NA,10,1491,508,2730
2009-01-21,NA,NA,1,1491,508,2730
2009-01-24,12,NA,NA,1491,508,2730
2009-01-27,NA,5,NA,1491,508,2730
2009-01-28,NA,NA,8,1491,508,2730
2009-01-30,1,NA,NA,1491,508,2730
2009-02-20,2,NA,NA,1221,302,2228
2009-02-28,NA,1,NA,1221,302,2228
2009-03-03,NA,NA,2,2519,656,2870
2009-03-06,1,NA,NA,2519,656,2870
2009-03-07,12,NA,NA,2519,656,2870
2009-03-15,NA,NA,11,2519,656,2870
2009-03-16,1,NA,NA,2519,656,2870
2009-03-18,NA,NA,67,2519,656,2870
2009-03-21,4,NA,NA,2519,656,2870
2009-03-22,NA,1,NA,2519,656,2870
2009-03-25,14,NA,NA,2519,656,2870
2009-03-28,NA,NA,800,2519,656,2870
2009-04-02,NA,NA,2,1981,423,3298
2009-04-05,25,NA,NA,1981,423,3298
2009-04-07,1,NA,NA,1981,423,3298
2009-04-15,NA,NA,1,1981,423,3298
2009-04-22,4,NA,NA,1981,423,3298
2009-04-29,1,NA,NA,1981,423,3298
2009-05-01,NA,NA,1,610,557,3750
2009-05-18,1,NA,NA,610,557,3750
2009-05-21,NA,NA,1,610,557,3750
2009-06-02,2,NA,NA,107,740,3880
2009-06-03,18,NA,NA,107,740,3880
2009-06-09,NA,1,7,107,740,3880
2009-06-10,NA,6,NA,107,740,3880
2009-06-16,4,NA,NA,107,740,3880
2009-06-18,1,NA,NA,107,740,3880
2009-06-28,9,NA,NA,107,740,3880
2009-07-16,1,NA,NA,504,671,3920
2009-07-21,1,NA,NA,504,671,3920
2009-07-23,1,NA,NA,504,671,3920
2009-07-26,1,NA,NA,504,671,3920
2009-08-07,NA,NA,12,562,714,4272
2009-08-09,NA,NA,1,562,714,4272
2009-08-10,1,NA,NA,562,714,4272
2009-08-12,NA,2,NA,562,714,4272
2009-08-16,27,NA,NA,562,714,4272
2009-08-19,NA,NA,72,562,714,4272
2009-08-21,NA,NA,1,562,714,4272
2009-08-26,NA,NA,1,562,714,4272
2009-08-27,NA,NA,1,562,714,4272
2009-09-11,1,NA,NA,583,338,3979
2009-09-18,28,NA,NA,583,338,3979
2009-10-06,NA,NA,6,942,1036,3969
2009-10-09,NA,1,NA,942,1036,3969
2009-10-25,NA,NA,1,942,1036,3969
2009-10-26,NA,17,1,942,1036,3969
2009-10-28,3,NA,NA,942,1036,3969
2009-11-01,NA,1,NA,400,390,2430
2009-11-05,NA,7,NA,400,390,2430
2009-11-15,NA,NA,10,400,390,2430
2009-11-17,1,NA,NA,400,390,2430
2009-11-19,1,NA,NA,400,390,2430
2009-12-07,NA,2,NA,123,307,2647
2009-12-08,1,NA,NA,123,307,2647
2009-12-11,NA,2,NA,123,307,2647
2009-12-12,16,NA,NA,123,307,2647
2009-12-30,NA,22,NA,123,307,2647
2009-12-31,20,NA,NA,123,307,2647
2010-01-04,NA,1,NA,52,214,2006
2010-01-05,NA,16,NA,52,214,2006
2010-01-07,1,NA,NA,52,214,2006
2010-01-08,3,NA,NA,52,214,2006
2010-02-09,NA,NA,5,0,66,2177
2010-03-04,1,NA,NA,95,213,3086
2010-03-20,NA,NA,3,95,213,3086
2010-03-27,NA,1,NA,95,213,3086
2010-03-31,NA,19,NA,95,213,3086
2010-04-02,NA,NA,2,102,211,3334
2010-04-12,11,NA,NA,102,211,3334
2010-04-17,1,4,NA,102,211,3334
2010-05-12,1,NA,NA,131,309,3943
2010-05-25,NA,2,NA,131,309,3943
2010-05-29,NA,NA,20,131,309,3943
2010-06-24,NA,2,NA,358,453,4495
2010-06-30,NA,18,NA,358,453,4495
2010-07-06,NA,2,NA,719,440,5007
2010-07-07,2,NA,NA,719,440,5007
2010-07-09,1,NA,NA,719,440,5007
2010-07-11,NA,2,NA,719,440,5007
2010-07-27,2,NA,NA,719,440,5007
2010-08-05,NA,4,NA,805,913,7116
2010-08-08,NA,NA,43,805,913,7116
2010-08-26,37,NA,NA,805,913,7116
2010-08-27,2,NA,NA,805,913,7116
2010-08-28,NA,NA,2,805,913,7116
2010-08-30,2,NA,NA,805,913,7116
2010-09-03,3,NA,NA,652,846,7714
2010-09-10,1,NA,NA,652,846,7714
2010-09-30,NA,2,NA,652,846,7714
2010-10-13,NA,1,NA,557,543,8229
2010-11-01,NA,8,NA,681,296,4852
2010-11-02,1,NA,NA,681,296,4852
2010-11-03,5,NA,NA,681,296,4852
2010-11-06,5,NA,NA,681,296,4852
2010-11-07,11,NA,NA,681,296,4852
2010-11-11,1,NA,NA,681,296,4852
2010-12-07,1,NA,NA,298,499,3729
2010-12-27,1,NA,NA,298,499,3729
2011-01-02,3,NA,2,359,426,2350
2011-01-03,NA,NA,85,359,426,2350
2011-01-05,NA,NA,1,359,426,2350
2011-01-06,1,NA,NA,359,426,2350
2011-01-07,NA,NA,25,359,426,2350
2011-01-11,11,1,NA,359,426,2350
2011-01-16,NA,NA,2,359,426,2350
2011-01-17,NA,NA,1,359,426,2350
2011-01-21,1,NA,NA,359,426,2350
2011-01-22,1,NA,NA,359,426,2350
2011-01-25,1,NA,NA,359,426,2350
2011-02-02,1,NA,NA,6010,253,1861
2011-02-05,NA,NA,270,6010,253,1861
2011-02-14,6,NA,NA,6010,253,1861
2011-02-24,1,NA,NA,6010,253,1861
2011-02-25,15,NA,NA,6010,253,1861
2011-02-26,1,NA,NA,6010,253,1861
2011-03-03,1,NA,NA,17062,211,2284
2011-03-04,NA,19,NA,17062,211,2284
2011-03-11,NA,NA,1,17062,211,2284
2011-03-13,NA,NA,88,17062,211,2284
2011-03-16,NA,NA,3,17062,211,2284
2011-03-17,NA,3,NA,17062,211,2284
2011-03-21,NA,1,NA,17062,211,2284
2011-03-24,NA,NA,305,17062,211,2284
2011-03-26,NA,NA,308,17062,211,2284
2011-03-27,NA,NA,38,17062,211,2284
2011-03-28,NA,NA,120,17062,211,2284
2011-03-30,NA,NA,70,17062,211,2284
2011-03-31,NA,NA,1,17062,211,2284
2011-04-02,NA,NA,254,10137,295,3194
2011-04-07,NA,NA,100,10137,295,3194
2011-04-12,NA,NA,496,10137,295,3194
2011-04-15,NA,NA,1,10137,295,3194
2011-04-16,NA,NA,1,10137,295,3194
2011-04-17,NA,NA,1,10137,295,3194
2011-04-29,NA,NA,1,10137,295,3194
2011-05-04,25,NA,NA,10680,565,4013
2011-05-06,NA,NA,1,10680,565,4013
2011-05-08,24,NA,603,10680,565,4013
2011-05-09,NA,NA,17,10680,565,4013
2011-05-10,NA,NA,63,10680,565,4013
2011-05-15,1,NA,NA,10680,565,4013
2011-05-20,NA,NA,330,10680,565,4013
2011-05-21,1,NA,NA,10680,565,4013
2011-05-22,NA,NA,4,10680,565,4013
2011-05-28,NA,NA,7,10680,565,4013
2011-05-31,NA,2,NA,10680,565,4013
2011-06-02,NA,18,NA,5351,709,3931
2011-06-03,NA,NA,220,5351,709,3931
2011-06-04,NA,NA,74,5351,709,3931
2011-06-11,1,1,5,5351,709,3931
2011-06-23,NA,NA,1,5351,709,3931
2011-06-24,46,NA,1,5351,709,3931
2011-06-28,1,NA,NA,5351,709,3931
2011-07-11,54,NA,NA,3103,1473,5629
2011-07-12,1,NA,NA,3103,1473,5629
2011-07-28,NA,NA,30,3103,1473,5629
2011-07-31,NA,1,NA,3103,1473,5629
2011-08-07,2,NA,NA,7308,1363,6556
2011-08-13,NA,NA,3,7308,1363,6556
2011-08-18,NA,NA,2,7308,1363,6556
2011-08-23,NA,1,NA,7308,1363,6556
2011-08-30,1,NA,NA,7308,1363,6556
2011-09-01,14,NA,NA,2262,732,7081
2011-09-05,1,NA,NA,2262,732,7081
2011-09-10,2,NA,43,2262,732,7081
2011-09-12,NA,NA,17,2262,732,7081
2011-09-13,1,NA,NA,2262,732,7081
2011-09-20,NA,4,NA,2262,732,7081
2011-10-03,NA,NA,63,511,1169,9943
2011-10-11,NA,4,NA,511,1169,9943
2011-10-23,3,NA,NA,511,1169,9943
2011-10-30,1,NA,NA,511,1169,9943
2011-11-01,1,NA,35,707,560,6208
2011-11-03,NA,NA,1,707,560,6208
2011-11-22,3,NA,NA,707,560,6208
2011-11-23,NA,2,NA,707,560,6208
2011-11-27,1,NA,NA,707,560,6208
2011-12-01,NA,NA,6,771,692,3975
2011-12-03,NA,NA,1,771,692,3975
2011-12-06,NA,NA,2,771,692,3975
2011-12-18,1,NA,NA,771,692,3975
2011-12-23,1,NA,NA,771,692,3975
2011-12-26,NA,3,NA,771,692,3975
2011-12-31,NA,3,NA,771,692,3975
2012-01-03,NA,NA,7,479,349,3035
2012-01-04,NA,NA,7,479,349,3035
2012-01-09,1,NA,NA,479,349,3035
2012-01-14,NA,NA,56,479,349,3035
2012-01-19,4,NA,NA,479,349,3035
2012-01-21,1,NA,NA,479,349,3035
2012-01-24,NA,NA,55,479,349,3035
2012-01-29,NA,1,NA,479,349,3035
2012-02-02,31,NA,NA,235,135,2411
2012-02-20,1,2,NA,235,135,2411
2012-02-28,NA,3,NA,235,135,2411
2012-02-29,NA,1,NA,235,135,2411
2012-03-14,NA,1,NA,875,483,2774
2012-03-15,NA,NA,5,875,483,2774
2012-03-16,NA,1,NA,875,483,2774
2012-03-28,NA,1,NA,875,483,2774
2012-03-30,NA,NA,10,875,483,2774
2012-04-03,NA,NA,10,359,349,4002
2012-04-27,NA,NA,1,359,349,4002
2012-04-28,NA,2,NA,359,349,4002
2012-04-30,1,NA,NA,359,349,4002
2012-05-02,1,NA,NA,1422,643,4969
2012-05-06,NA,NA,3,1422,643,4969
2012-05-07,NA,NA,7,1422,643,4969
2012-05-24,NA,NA,11,1422,643,4969
2012-05-25,NA,NA,20,1422,643,4969
2012-06-08,NA,125,NA,1904,557,5154
2012-06-11,NA,NA,2,1904,557,5154
2012-06-28,NA,NA,1,1904,557,5154
2012-07-01,NA,1,NA,1630,441,7055
2012-07-08,NA,NA,79,1630,441,7055
2012-07-31,1,NA,NA,1630,441,7055
2012-08-09,1,NA,NA,2421,842,2897
2012-08-15,NA,NA,2,2421,842,2897
2012-08-17,NA,1,NA,2421,842,2897
2012-08-18,NA,NA,39,2421,842,2897
2012-08-25,NA,NA,40,2421,842,2897
2012-08-28,NA,7,NA,2421,842,2897
2012-09-09,2,NA,NA,1272,719,1121
2012-09-13,NA,NA,1,1272,719,1121
2012-09-16,1,NA,NA,1272,719,1121
2012-09-17,1,NA,NA,1272,719,1121
2012-09-30,1,NA,NA,1272,719,1121
2012-10-01,NA,1,NA,1816,915,1253
2012-10-06,NA,NA,54,1816,915,1253
2012-10-09,5,NA,NA,1816,915,1253
2012-10-24,54,NA,NA,1816,915,1253
2012-10-28,NA,NA,2,1816,915,1253
2012-11-03,NA,NA,11,2015,431,1350
2012-11-04,1,NA,NA,2015,431,1350
2012-11-05,89,NA,NA,2015,431,1350
2012-11-06,NA,NA,1,2015,431,1350
2012-11-08,4,NA,NA,2015,431,1350
2012-11-30,NA,12,NA,2015,431,1350
2012-12-01,NA,1,NA,723,533,1203
2012-12-14,NA,27,NA,723,533,1203
2013-01-13,NA,3,NA,217,375,712
2013-01-21,NA,1,NA,217,375,712
2013-03-01,4,NA,NA,1177,465,1149
2013-03-15,2,NA,NA,1177,465,1149
2013-03-23,NA,NA,1,1177,465,1149
2013-04-17,11,NA,NA,1922,577,1246
2013-05-14,NA,1,NA,1114,433,1352
2013-05-30,NA,NA,2,1114,433,1352
2013-07-24,1,1,NA,6964,801,2212
2013-07-25,NA,10,NA,6964,801,2212
2013-07-26,NA,2,NA,6964,801,2212
2013-07-27,NA,NA,31,6964,801,2212
2013-07-29,NA,NA,31,6964,801,2212
2013-07-31,1,24,NA,6964,801,2212
2013-08-04,NA,NA,3,7743,940,2132
2013-08-10,NA,NA,6,7743,940,2132
2013-09-09,NA,NA,1,9757,879,3794
2013-09-12,NA,3,60,9757,879,3794
2013-09-16,12,NA,NA,9757,879,3794
2013-09-18,NA,2,NA,9757,879,3794
2013-09-29,NA,NA,23,9757,879,3794
2013-10-02,NA,NA,325,8566,634,4934
2013-10-10,NA,NA,34,8566,634,4934
2013-10-11,NA,NA,27,8566,634,4934
2013-11-01,NA,NA,87,1362,575,2961
2013-11-16,NA,12,NA,1362,575,2961
2013-12-07,1,NA,NA,2681,486,1500
2014-01-19,NA,12,NA,2171,337,1212
2014-02-06,15,NA,NA,3335,487,1339
2014-02-17,NA,NA,2,3335,487,1339
2014-02-27,NA,NA,7,3335,487,1339
2014-03-17,NA,NA,1,5550,799,1644
2014-03-18,NA,9,NA,5550,799,1644
2014-04-09,NA,NA,1,15679,252,2030
2014-04-16,NA,9,NA,15679,252,2030
2014-04-30,NA,NA,40,15679,252,2030
2014-05-02,NA,NA,4,14597,887,2506
2014-05-05,NA,29,NA,14597,887,2506
2014-05-06,NA,NA,77,14597,887,2506
2014-05-07,NA,NA,1,14597,887,2506
2014-05-12,NA,NA,217,14597,887,2506
2014-05-23,NA,1,NA,14597,887,2506
2014-06-05,NA,NA,3,22778,274,4231
2014-06-08,NA,NA,4,22778,274,4231
2014-06-09,NA,NA,5,22778,274,4231
2014-06-14,NA,NA,10,22778,274,4231
2014-06-15,NA,NA,1,22778,274,4231
2014-06-18,4,NA,NA,22778,274,4231
2014-06-27,NA,NA,240,22778,274,4231
2014-06-29,NA,NA,51,22778,274,4231
2014-07-01,NA,NA,75,24107,358,5433
2014-07-05,NA,NA,13,24107,358,5433
2014-07-06,NA,NA,200,24107,358,5433
2014-07-11,NA,25,NA,24107,358,5433
2014-07-12,NA,NA,12,24107,358,5433
2014-07-14,NA,NA,110,24107,358,5433
2014-07-17,NA,NA,44,24107,358,5433
2014-07-19,NA,NA,238,24107,358,5433
2014-07-21,NA,NA,19,24107,358,5433
2014-07-28,NA,NA,128,24107,358,5433
2014-08-03,NA,NA,172,25031,1887,8046
2014-08-22,NA,NA,1,25031,1887,8046
2014-08-23,NA,NA,26,25031,1887,8046
2014-08-24,NA,NA,275,25031,1887,8046
2014-08-29,NA,NA,42,25031,1887,8046
2014-08-31,NA,NA,100,25031,1887,8046
2014-09-12,NA,NA,518,26125,490,8860
2014-09-14,NA,NA,252,26125,490,8860
2014-09-21,NA,NA,43,26125,490,8860
2014-10-01,8,NA,NA,15264,558,8460
2014-10-02,NA,NA,95,15264,558,8460
2014-10-10,NA,NA,3,15264,558,8460
2014-10-27,NA,3,NA,15264,558,8460
2014-10-29,NA,NA,20,15264,558,8460
2014-11-08,NA,4,NA,9295,297,4374
2014-11-26,NA,NA,18,9295,297,4374
2014-12-05,23,NA,17,6732,557,2699
2014-12-19,9,NA,NA,6732,557,2699
2014-12-23,NA,NA,5,6732,557,2699
2014-12-24,NA,NA,30,6732,557,2699
2014-12-28,NA,NA,2,6732,557,2699
2014-12-29,NA,9,NA,6732,557,2699
2014-12-30,NA,NA,4,6732,557,2699
2015-01-04,5,NA,NA,3615,474,2200
2015-01-16,NA,NA,45,3615,474,2200
2015-01-18,NA,NA,1,3615,474,2200
2015-01-22,NA,NA,21,3615,474,2200
2015-01-30,10,NA,NA,3615,474,2200
2015-02-07,NA,9,NA,4354,178,3332
2015-02-08,NA,NA,29,4354,178,3332
2015-02-09,NA,NA,307,4354,178,3332
2015-03-03,NA,NA,50,2283,333,8620
2015-03-17,NA,8,NA,2283,333,8620
2015-03-19,NA,NA,3,2283,333,8620
2015-04-06,NA,11,NA,16061,408,14566
2015-04-10,NA,NA,3,16061,408,14566
2015-04-13,NA,NA,400,16061,408,14566
2015-04-16,NA,NA,53,16061,408,14566
2015-04-17,NA,NA,1,16061,408,14566
2015-04-18,NA,NA,1022,16061,408,14566
2015-04-20,NA,3,NA,16061,408,14566
2015-04-21,NA,NA,1,16061,408,14566
2015-05-02,NA,NA,13,21229,700,20213
2015-05-04,NA,NA,46,21229,700,20213
2015-05-21,NA,NA,1,21229,700,20213
2015-05-23,NA,NA,5,21229,700,20213
2015-05-25,NA,NA,5,21229,700,20213
2015-05-26,1,NA,NA,21229,700,20213
2015-05-30,NA,NA,25,21229,700,20213
2015-06-17,NA,NA,3,22886,621,33399
2015-06-20,22,NA,NA,22886,621,33399
2015-06-23,NA,6,1,22886,621,33399
2015-06-25,NA,NA,1,22886,621,33399
2015-07-07,NA,18,NA,23205,560,57371
2015-07-09,NA,NA,21,23205,560,57371
2015-07-10,NA,NA,30,23205,560,57371
2015-07-15,NA,NA,101,23205,560,57371
2015-07-16,NA,6,NA,23205,560,57371
2015-07-23,NA,NA,40,23205,560,57371
2015-07-27,NA,NA,14,23205,560,57371
2015-08-02,4,NA,NA,22612,469,112212
2015-08-03,1,NA,5,22612,469,112212
2015-08-06,NA,NA,227,22612,469,112212
2015-08-11,NA,NA,60,22612,469,112212
2015-08-15,NA,NA,49,22612,469,112212
2015-08-16,NA,NA,1,22612,469,112212
2015-08-17,NA,10,NA,22612,469,112212
2015-08-18,NA,6,NA,22612,469,112212
2015-08-21,NA,1,NA,22612,469,112212
2015-08-23,NA,NA,1,22612,469,112212
2015-08-24,NA,10,NA,22612,469,112212
2015-08-25,2,NA,1,22612,469,112212
2015-08-26,NA,NA,52,22612,469,112212
2015-08-27,NA,NA,211,22612,469,112212
2015-08-28,NA,NA,2,22612,469,112212
2015-08-29,NA,1,NA,22612,469,112212
2015-08-30,NA,NA,37,22612,469,112212
2015-08-31,1,1,6,22612,469,112212
2015-09-01,NA,NA,4,15929,651,149563
2015-09-02,NA,17,NA,15929,651,149563
2015-09-03,NA,NA,44,15929,651,149563
2015-09-05,NA,1,NA,15929,651,149563
2015-09-06,2,NA,20,15929,651,149563
2015-09-10,1,NA,NA,15929,651,149563
2015-09-12,NA,5,NA,15929,651,149563
2015-09-13,NA,38,NA,15929,651,149563
2015-09-14,NA,2,NA,15929,651,149563
2015-09-15,NA,22,NA,15929,651,149563
2015-09-17,NA,NA,1,15929,651,149563
2015-09-18,NA,1,7,15929,651,149563
2015-09-19,NA,13,NA,15929,651,149563
2015-09-20,NA,54,NA,15929,651,149563
2015-09-22,NA,3,NA,15929,651,149563
2015-09-23,NA,1,NA,15929,651,149563
2015-09-24,NA,1,NA,15929,651,149563
2015-09-25,NA,7,NA,15929,651,149563
2015-09-27,NA,17,NA,15929,651,149563
2015-09-29,NA,6,NA,15929,651,149563
2015-09-30,NA,2,NA,15929,651,149563
2015-10-02,NA,1,NA,8916,1209,216260
2015-10-03,NA,2,NA,8916,1209,216260
2015-10-04,NA,2,NA,8916,1209,216260
2015-10-05,NA,1,95,8916,1209,216260
2015-10-09,2,1,NA,8916,1209,216260
2015-10-10,NA,NA,11,8916,1209,216260
2015-10-13,2,NA,NA,8916,1209,216260
2015-10-14,NA,12,NA,8916,1209,216260
2015-10-15,NA,8,NA,8916,1209,216260
2015-10-16,NA,13,NA,8916,1209,216260
2015-10-17,NA,7,NA,8916,1209,216260
2015-10-18,NA,1,NA,8916,1209,216260
2015-10-19,2,5,NA,8916,1209,216260
2015-10-20,NA,NA,8,8916,1209,216260
2015-10-21,NA,13,NA,8916,1209,216260
2015-10-22,NA,31,6,8916,1209,216260
2015-10-25,NA,10,43,8916,1209,216260
2015-10-26,1,2,NA,8916,1209,216260
2015-10-27,NA,2,NA,8916,1209,216260
2015-10-28,NA,90,NA,8916,1209,216260
2015-10-29,39,13,NA,8916,1209,216260
2015-10-30,NA,2,NA,8916,1209,216260
2015-10-31,4,4,NA,8916,1209,216260
2015-11-01,NA,24,NA,3219,727,155558
2015-11-03,NA,11,NA,3219,727,155558
2015-11-05,NA,3,NA,3219,727,155558
2015-11-10,NA,16,NA,3219,727,155558
2015-11-11,NA,7,NA,3219,727,155558
2015-11-13,NA,1,NA,3219,727,155558
2015-11-17,NA,11,8,3219,727,155558
2015-11-18,NA,15,NA,3219,727,155558
2015-11-20,1,NA,NA,3219,727,155558
2015-11-25,NA,1,NA,3219,727,155558
2015-11-27,NA,4,NA,3219,727,155558
2015-11-28,NA,5,NA,3219,727,155558
2015-12-01,NA,34,NA,9637,674,112092
2015-12-03,NA,5,NA,9637,674,112092
2015-12-08,NA,6,NA,9637,674,112092
2015-12-09,NA,27,NA,9637,674,112092
2015-12-10,NA,17,NA,9637,674,112092
2015-12-12,NA,1,NA,9637,674,112092
2015-12-14,NA,8,NA,9637,674,112092
2015-12-15,NA,5,NA,9637,674,112092
2015-12-16,NA,12,NA,9637,674,112092
2015-12-18,NA,26,NA,9637,674,112092
